"country","year","parent_company","empty","hdpe","ldpe","o","pet","pp","ps","pvc","grand_total","total","num_events","volunteers","id","document.id","array.index","gdp","sex_ratio","surface_area","life_expectancy_male","unemployment","imports","homicide_rate","iso2","employment_services","employment_industry","urban_population_growth","secondary_school_enrollment_female","employment_agriculture","capital","co2_emissions","forested_area","tourists","exports","life_expectancy_female","post_secondary_enrollment_female","post_secondary_enrollment_male","primary_school_enrollment_female","infant_mortality","gdp_growth","threatened_species","population","urban_population","secondary_school_enrollment_male","name","pop_growth","region","pop_density","internet_users","gdp_per_capita","fertility","refugees","primary_school_enrollment_male","currency.code","currency.name","isoa2","AreaPerCap","AreaTotHA","BiocapPerCap","BiocapTotGHA","Earths","EFConsPerCap","EFConsTotGHA","EFExportsPerCap","EFExportsTotGHA","EFImportsPerCap","EFImportsTotGHA","EFProdPerCap","EFProdTotGHA","GDP-PPP","GDP-USD","HDI","Population","api_country"
"India",2019,"Aurofina",0,0,0,0,3,0,0,0,3,3,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Arcti",0,0,3,0,0,0,0,0,3,3,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Amma",0,0,3,0,0,0,0,0,3,3,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Colgate-Palmolive",0,0,0,3,0,0,0,0,3,3,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Hatsun",0,0,0,0,0,2,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"GlaxoSmithKline",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vanteshwara",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Foodcoast international",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Himalaya",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Aqua French",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Clinic Plus",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Nivas",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Coramills",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Sbs",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Jk",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Score",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Nandini",0,0,0,0,0,2,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Nabati",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Tong",0,0,0,2,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Asswins",0,0,2,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Aroma",0,1,1,0,0,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Abi Fresh",0,0,0,0,2,0,0,0,2,2,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Manama",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Meenaie",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Manforce",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Namazco Food & Beverage",0,0,0,0,1,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Maroma Auroville",0,0,0,0,1,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Rose",0,0,0,0,0,1,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Pepe Silko Milko",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Sumeru",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vsn",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vitaaz",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vijay",0,0,1,0,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vigora",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Veeba",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Vanitha",0,0,1,0,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Trayaji",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Total",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
"India",2019,"Thumbs Up",0,0,0,1,0,0,0,0,1,1,4,88,"21",1,1,2779352,108.2,3287263,68.1,5.4,478884,3.1,"IN",32.3,26.2,2.4,76.6,41.5,"New Delhi",2161.6,23.8,17423,323251,70.5,29.1,27.2,121.1,32,6.8,1118,1380004,34.5,73.9,"India",1,"Southern Asia",464.1,34.4,2054.8,2.2,206.6,105.6,"INR","Indian Rupee","IN",0.252557892082878,349315346.11875,0.336665330962938,465645185.908149,0.6978606579282,1.07697445546972,1489574139.10472,0.108609583796308,150219001.444512,0.156461097788405,216402908.962121,1.02912294147762,1423390231.58711,4784.23974609375,2050.16967773438,0.638000011444092,1383110016,"India"
